,,,,,,
0.571529,1.197,-0.719632,0.02213,0.0122586,0.0228582,58581
0.613396,1.14689,-0.729068,0.0221831,0.0113008,0.0225775,34287
0.607165,1.15607,-0.713621,0.0218644,0.0106313,0.0220822,32822
0.626394,1.24058,-0.693984,0.0217663,0.0103833,0.0223343,34884
0.675841,1.29367,-0.675759,0.0217374,0.00987997,0.0224964,35638
0.716325,1.2559,-0.6762,0.0219468,0.00959034,0.0225592,34179
0.74491,1.20312,-0.723013,0.0224846,0.00986385,0.0226822,58812
0.819091,1.23446,-0.773706,0.0229354,0.00991371,0.0230708,36984
0.991033,1.32944,-0.712955,0.0230089,0.0088448,0.0237112,32943
1.21409,1.38093,-0.524378,0.0232317,0.00763559,0.0246917,39816
1.33031,1.35891,-0.358947,0.0236017,0.00751668,0.0254675,35238
1.20633,1.36306,-0.304506,0.0228375,0.00698881,0.0246089,39474
0.925264,1.46948,-0.229179,0.0207223,0.00921069,0.0225842,89640
0.781871,1.59188,-0.0296483,0.020079,0.0149447,0.0216146,40449
0.969075,1.58294,0.121388,0.0210874,0.0150156,0.0217281,71661
1.29895,1.43836,0.00354013,0.021883,0.0091435,0.023354,63811
1.40756,1.30121,-0.295276,0.0229009,0.00652792,0.0251929,97592
1.23385,1.27178,-0.48898,0.0229279,0.00729144,0.0248497,71065
1.06231,1.3014,-0.490688,0.0222279,0.00699909,0.023849,72088
1.06303,1.28828,-0.474547,0.0224391,0.00688425,0.0239541,69927
1.08769,1.21539,-0.554924,0.0230048,0.00760362,0.0243691,51181
1.00634,1.1541,-0.626915,0.022602,0.00815606,0.0238367,35716
0.92788,1.14759,-0.599232,0.0218041,0.0077938,0.0230715,69036
0.956074,1.15296,-0.57767,0.0222555,0.00800233,0.0233995,70212
1.01715,1.14759,-0.640927,0.0234123,0.00911072,0.024302,93945
1.05186,1.22293,-0.60826,0.0227877,0.00794416,0.0241934,37482
1.11097,1.44954,-0.31039,0.0214465,0.0073279,0.0232154,68104
1.16775,1.68858,0.0153721,0.0227452,0.0130411,0.0227379,34138
1.10792,1.70427,-0.0455922,0.0228186,0.0127076,0.0228482,37579
0.99584,1.47333,-0.473257,0.0216499,0.00706115,0.0231327,91287
1.08017,1.21965,-0.802892,0.0226427,0.0105561,0.0245716,75891
1.41247,1.10902,-0.800349,0.0243784,0.0146264,0.0284402,66584
1.69351,1.07605,-0.763771,0.0260196,0.0163846,0.0318097,72252
1.65308,1.02588,-0.950092,0.0266583,0.0181852,0.0312562,57532
1.40388,1.03975,-1.05433,0.0254759,0.0180855,0.027837,69179
1.2462,1.23097,-0.64514,0.0221319,0.0104556,0.0244362,71824
1.25716,1.50472,0.0732394,0.0221099,0.00895511,0.0227551,72075
1.272,1.64495,0.411601,0.0241261,0.0158095,0.0226244,57582
1.18471,1.59483,0.0998645,0.0223966,0.011394,0.0230315,67220
1.05662,1.48436,-0.421045,0.022393,0.00665758,0.0254526,72745
0.964186,1.42255,-0.686342,0.0249588,0.0124745,0.0288775,69069
0.919305,1.43371,-0.702622,0.0250283,0.0119082,0.0286444,57733
0.915057,1.54245,-0.606597,0.0234554,0.00765206,0.0258186,70453
0.916888,1.72135,-0.362414,0.0229448,0.00864706,0.0248072,68537
0.856625,1.80823,-0.0839606,0.0228752,0.0104909,0.02463,72838
0.730076,1.68965,-0.151252,0.0219332,0.0093746,0.0236211,56415
0.620369,1.51281,-0.612652,0.0223926,0.0100267,0.0230594,71173
0.560457,1.49317,-0.914915,0.0243217,0.0121991,0.0240742,71852
0.480543,1.57787,-0.675894,0.0242426,0.0119401,0.0249621,72320
0.34478,1.54728,-0.30807,0.0216248,0.0120079,0.0229765,71652
0.242727,1.39141,-0.34414,0.0187281,0.0124411,0.018939,50899
0.305735,1.31405,-0.525854,0.0185003,0.0128783,0.0169684,70270
0.566676,1.39103,-0.218518,0.020023,0.0115986,0.0207567,74638
0.873956,1.48561,0.509842,0.0241675,0.01619,0.0271258,47927
0.955184,1.49092,0.909786,0.0259377,0.0203976,0.0292617,46162
0.676101,1.419,0.580976,0.0220855,0.0170693,0.0256698,66435
0.226116,1.27044,-0.0992681,0.0178417,0.0135828,0.0195928,68557
-0.0834939,1.04285,-0.589497,0.0170818,0.0159427,0.0152525,91991
-0.163856,0.843021,-0.758709,0.0175533,0.0182527,0.0140937,72741
-0.143964,0.782201,-0.781714,0.0180703,0.0187757,0.0142608,73464
-0.105528,0.797018,-0.808658,0.0184174,0.0184969,0.0140963,65685
-0.0205,0.759576,-0.863931,0.0182856,0.0179941,0.0135565,56617
0.0950833,0.701268,-0.906081,0.0180388,0.0174206,0.0133902,70199
0.15526,0.74103,-0.898898,0.0181639,0.0168192,0.0138428,76924
0.133168,0.859078,-0.860899,0.0185648,0.0163775,0.0145066,68558
0.0924948,0.928631,-0.844887,0.0189032,0.0162845,0.0149359,58836
0.0886575,0.925219,-0.859471,0.0191321,0.0163775,0.0151568,67039
0.116901,0.937793,-0.858284,0.0192582,0.0161308,0.0154377,71970
0.153187,1.00066,-0.823244,0.0192136,0.0153965,0.015852,70020
0.187409,1.05652,-0.799642,0.0191756,0.0147737,0.0162761,57593
0.211239,1.07403,-0.820712,0.0193978,0.0147433,0.0166393,70164
0.21212,1.08423,-0.850608,0.0197087,0.0149565,0.0169349,72825
0.191823,1.09734,-0.84032,0.0196407,0.0149098,0.0169922,69412
0.169245,1.07596,-0.801571,0.019171,0.0148252,0.0165329,56007
0.156677,1.00402,-0.784383,0.0187919,0.0152232,0.015547,70646
0.152373,0.916551,-0.804899,0.0187748,0.0160236,0.014446,68392
0.156273,0.849247,-0.831422,0.0187792,0.0165572,0.0136869,72532
0.164838,0.804538,-0.830386,0.0184926,0.0166091,0.0132593,57024
0.158346,0.769905,-0.801898,0.0180577,0.0166768,0.0127991,68077
0.132457,0.735227,-0.772396,0.0176318,0.0168957,0.0122122,72593
0.1202,0.699408,-0.759728,0.0172348,0.0168959,0.0117826,70977
0.127792,0.682135,-0.752966,0.0170828,0.0168915,0.0115716,53669
0.0901327,0.704397,-0.740807,0.0174531,0.01774,0.0111925,73547
-0.026029,0.74231,-0.738411,0.0180768,0.0193598,0.0104563,70881
-0.11947,0.74161,-0.747138,0.018123,0.0201463,0.00987605,67799
-0.0616413,0.687665,-0.730477,0.0173387,0.0191782,0.00977586,59226
0.126885,0.614561,-0.693075,0.0167478,0.0178134,0.00984055,71727
0.311696,0.557719,-0.704357,0.0171105,0.017746,0.0100376,66005
0.417111,0.554478,-0.750009,0.017703,0.0179158,0.0106059,72659
0.453311,0.646762,-0.688436,0.0172927,0.015972,0.0117514,59540
0.417223,0.805233,-0.495344,0.0163676,0.012932,0.0131317,67558
0.300496,0.916464,-0.385061,0.0159569,0.011943,0.0136742,66240
0.17681,0.928983,-0.499648,0.0163223,0.0133216,0.0133864,70708
0.148525,0.918785,-0.663556,0.0173759,0.0148905,0.0134201,61839
0.200992,0.934322,-0.671949,0.0179456,0.0151041,0.0138054,68576
0.23018,0.928165,-0.618644,0.0177168,0.0147679,0.0136224,70826
0.232059,0.938158,-0.653269,0.0177052,0.0144366,0.0140297,75506
0.32871,1.10717,-0.581153,0.0186217,0.0127933,0.0169511,55732
0.52757,1.30912,-0.0492539,0.0188513,0.0110398,0.0192006,66428
0.558418,0.947301,0.898586,0.0150766,0.011424,0.0132765,95738
