,,,,,,,,,
0.538972,3.51026,-0.55047,0.0710066,0.0514672,0.0755217,0.567764,4.66333,-0.500781,1796
0.432438,4.75377,-2.14803,0.110513,0.0646225,0.0909209,0.667514,5.13073,-2.27338,623
0.402389,5.09242,-3.17837,0.117461,0.0673179,0.0837424,0.658673,5.50181,-3.30787,585
0.399268,5.06005,-3.19585,0.113799,0.0652812,0.0808044,0.686461,5.55597,-3.3065,596
0.60371,4.5992,-2.42672,0.10376,0.0616543,0.0837568,0.860482,5.11509,-2.4519,617
0.92551,3.80769,-1.18373,0.0914171,0.0574528,0.0948679,1.1217,4.33327,-1.1523,688
1.23464,3.11687,0.191992,0.0905695,0.0552687,0.11601,1.39851,3.59204,0.177858,708
1.6599,2.70066,1.16229,0.097509,0.0563442,0.131737,1.74535,3.14087,1.13441,760
2.16067,2.52187,1.43438,0.100561,0.05825,0.136072,2.20058,2.98549,1.3967,889
2.49418,2.56701,1.07035,0.100627,0.0595715,0.138346,2.58505,3.05405,0.937661,1464
2.44966,2.81392,0.148693,0.0935651,0.059616,0.128331,2.58157,3.30556,0.0254916,884
1.87116,3.20891,-1.10522,0.0868426,0.0598866,0.0993669,2.06745,3.68297,-1.08353,928
1.07046,3.62001,-2.33114,0.097422,0.0629625,0.0808894,1.34827,4.05202,-2.31239,937
0.746068,3.73807,-3.4357,0.111042,0.0682353,0.073731,1.00141,4.17827,-3.53223,942
1.16296,3.23013,-4.29006,0.121479,0.0741891,0.0694053,1.38965,3.74468,-4.33488,958
2.04238,1.96682,-4.27027,0.123584,0.0777783,0.0704544,2.27226,2.50173,-4.22678,915
2.79619,0.0356735,-2.99229,0.118192,0.0766678,0.0854874,2.961,0.535135,-3.06399,929
2.79342,-2.11882,-1.12989,0.104423,0.071075,0.103281,2.95055,-1.61799,-1.28294,916
2.15166,-3.68113,0.32471,0.0884951,0.065909,0.104688,2.38936,-3.22055,0.278324,908
1.70118,-4.18331,0.916064,0.0825057,0.0634283,0.10146,1.9008,-3.80069,0.898164,2304
1.88881,-3.83771,0.597359,0.0862752,0.0647811,0.102065,1.97206,-3.43377,0.488962,913
2.42097,-3.04176,-0.308578,0.0972409,0.0683932,0.105393,2.53363,-2.59618,-0.397699,928
2.8043,-2.16296,-1.20132,0.10894,0.0721569,0.106492,3.09048,-1.75434,-1.17321,930
2.81253,-1.48399,-1.8757,0.116899,0.0748904,0.101061,3.21251,-1.08501,-1.77923,915
2.55329,-0.954723,-2.67098,0.122424,0.0773194,0.0893387,2.86977,-0.518866,-2.57563,912
2.08288,-0.385469,-3.77505,0.128759,0.0801145,0.0757259,2.31956,0.0330042,-3.73845,923
1.41387,0.133712,-4.89679,0.136751,0.0828199,0.0652801,1.78888,0.516599,-4.90791,901
0.895553,0.358601,-5.42842,0.140488,0.0837369,0.0604728,1.35985,0.787726,-5.43033,923
