index,x,y,z
0,0.5677642583146411,4.663330261281946,-0.5007805839096778
1,0.6675140531996229,5.130729193170584,-2.2733814977586784
2,0.6586726721052516,5.50180871678691,-3.307872476426172
3,0.686461113855903,5.555970799891126,-3.306495496838135
4,0.8604823964228733,5.115088979365623,-2.4518994512694317
5,1.1217014035272561,4.333266534888377,-1.1522985719036825
6,1.3985138942589603,3.592040176791156,0.17785783028162627
7,1.7453548995710768,3.1408676236908315,1.1344146119523995
8,2.2005799315527876,2.985486707557754,1.3967048695226378
9,2.585045697582119,3.0540548229687,0.9376609702376404
10,2.5815739304635277,3.305556821164009,0.02549155962584093
11,2.067451965276536,3.682972815500652,-1.0835334073252174
12,1.3482731898073723,4.052021420970711,-2.312389538931789
13,1.0014134934961,4.178274258803668,-3.532233264517185
14,1.3896536556953853,3.7446790331012982,-4.334883657884937
15,2.272256214454125,2.5017338961860163,-4.226783474568119
16,2.960997930713038,0.5351350949934643,-3.063985331569032
17,2.9505460227754554,-1.6179865316857578,-1.282940433430923
18,2.3893598553989093,-3.220548065472424,0.27832382726772437
19,1.9008005407398418,-3.800685457895716,0.898164124281442
20,1.97205612319722,-3.433774495784535,0.4889624648639089
21,2.5336310456380025,-2.5961807219902004,-0.3976988319588782
22,3.0904783556748705,-1.7543425252787506,-1.1732085415444478
23,3.2125104813362215,-1.0850105363882607,-1.7792310750298572
24,2.8697725924185966,-0.518865680572383,-2.575633917440847
25,2.319559927414909,0.033004206668929836,-3.7384529860856923
26,1.7888805441481912,0.5165987423404279,-4.907909047080309
27,1.3598515310430903,0.7877258213964293,-5.430327910492332
28,1.0863363088289089,0.8095499363876044,-4.833448411323394
29,1.0625810557840865,0.7333361985866005,-3.0713484635718875
30,1.3115608878454055,0.7408433442882609,-0.4994870571725312
31,1.6631877205480199,0.8575448833170846,2.236180596308277
32,1.8295443461829337,0.9602880918694265,4.359574340041613
33,1.6076414247162079,0.9166225601852681,5.240169939784533
34,0.9535231904559061,0.7008842479219376,4.734755727885441
