,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.469331,-0.450331,0.315891,-0.201636,0.12458,-0.0760744,0.0462561,-0.0280813,0.0170379,-0.0103353,0.00626896,-0.00380238,0.00230627,-0.00139883,0.000848433,-0.000514601,0.000312121,-0.000189311,0.000114823,-6.96437e-05,4.2241e-05,-2.56205e-05,1.55396e-05,-9.42524e-06,5.7167e-06,-3.46735e-06,2.10306e-06,-1.27557e-06,7.73671e-07,-4.69255e-07,2.84618e-07,-1.72629e-07,1.04705e-07,-6.35068e-08,3.85188e-08,-2.33628e-08,1.41703e-08,-8.59468e-09,5.2129e-09,-3.16173e-09,1.9176e-09,-1.16294e-09,7.05122e-10,-4.27288e-10,2.58521e-10,-1.55744e-10,9.27336e-11,-5.34455e-11,2.80292e-11,-1.07464e-11
0,0.469331,-0.450331,0.315891,-0.201636,0.12458,-0.0760744,0.0462561,-0.0280813,0.0170379,-0.0103353,0.00626896,-0.00380238,0.00230627,-0.00139883,0.000848433,-0.000514601,0.000312121,-0.000189311,0.000114823,-6.96437e-05,4.2241e-05,-2.56205e-05,1.55396e-05,-9.42524e-06,5.7167e-06,-3.46735e-06,2.10306e-06,-1.27557e-06,7.73671e-07,-4.69255e-07,2.84618e-07,-1.72629e-07,1.04705e-07,-6.35068e-08,3.85188e-08,-2.33628e-08,1.41702e-08,-8.59463e-09,5.21282e-09,-3.16159e-09,1.91736e-09,-1.16255e-09,7.04479e-10,-4.26229e-10,2.56779e-10,-1.52892e-10,8.81167e-11,-4.62124e-11,1.77179e-11
0,0,0.469331,-0.450331,0.315891,-0.201636,0.12458,-0.0760744,0.0462561,-0.0280813,0.0170379,-0.0103353,0.00626896,-0.00380238,0.00230627,-0.00139883,0.000848433,-0.000514601,0.000312121,-0.000189311,0.000114823,-6.96437e-05,4.2241e-05,-2.56205e-05,1.55396e-05,-9.42524e-06,5.7167e-06,-3.46735e-06,2.10306e-06,-1.27557e-06,7.73671e-07,-4.69255e-07,2.84618e-07,-1.72629e-07,1.04705e-07,-6.35068e-08,3.85188e-08,-2.33628e-08,1.41701e-08,-8.59448e-09,5.21258e-09,-3.1612e-09,1.91672e-09,-1.16149e-09,7.02733e-10,-4.23357e-10,2.52076e-10,-1.4528e-10,7.61914e-11,-2.92118e-11
0,0,0,0.469331,-0.450331,0.315891,-0.201636,0.12458,-0.0760744,0.0462561,-0.0280813,0.0170379,-0.0103353,0.00626896,-0.00380238,0.00230627,-0.00139883,0.000848433,-0.000514601,0.000312121,-0.000189311,0.000114823,-6.96437e-05,4.2241e-05,-2.56205e-05,1.55396e-05,-9.42524e-06,5.7167e-06,-3.46735e-06,2.10306e-06,-1.27557e-06,7.73671e-07,-4.69255e-07,2.84618e-07,-1.72629e-07,1.04705e-07,-6.35067e-08,3.85187e-08,-2.33626e-08,1.41699e-08,-8.59409e-09,5.21194e-09,-3.16014e-09,1.91497e-09,-1.15861e-09,6.97998e-10,-4.15603e-10,2.39526e-10,-1.25618e-10,4.81621e-11
0,0,0,0,0.469331,-0.450331,0.315891,-0.201636,0.12458,-0.0760744,0.0462561,-0.0280813,0.0170379,-0.0103353,0.00626896,-0.00380238,0.00230627,-0.00139883,0.000848433,-0.000514601,0.000312121,-0.000189311,0.000114823,-6.96437e-05,4.2241e-05,-2.56205e-05,1.55396e-05,-9.42524e-06,5.7167e-06,-3.46735e-06,2.10306e-06,-1.27557e-06,7.73671e-07,-4.69255e-07,2.84618e-07,-1.72629e-07,1.04705e-07,-6.35066e-08,3.85184e-08,-2.33622e-08,1.41693e-08,-8.59303e-09,5.21019e-09,-3.15726e-09,1.91023e-09,-1.1508e-09,6.85214e-10,-3.94912e-10,2.0711e-10,-7.94059e-11
0,0,0,0,0,0.469331,-0.450331,0.315891,-0.201636,0.12458,-0.0760744,0.0462561,-0.0280813,0.0170379,-0.0103353,0.00626896,-0.00380238,0.00230627,-0.00139883,0.000848433,-0.000514601,0.000312121,-0.000189311,0.000114823,-6.96437e-05,4.2241e-05,-2.56205e-05,1.55396e-05,-9.42524e-06,5.7167e-06,-3.46735e-06,2.10306e-06,-1.27557e-06,7.73671e-07,-4.69255e-07,2.84618e-07,-1.72629e-07,1.04705e-07,-6.35062e-08,3.85178e-08,-2.33612e-08,1.41675e-08,-8.59015e-09,5.20544e-09,-3.14943e-09,1.89736e-09,-1.12973e-09,6.51099e-10,-3.41466e-10,1.30918e-10
0,0,0,0,0,0,0.469331,-0.450331,0.315891,-0.201636,0.12458,-0.0760744,0.0462561,-0.0280813,0.0170379,-0.0103353,0.00626896,-0.00380238,0.00230627,-0.00139883,0.000848433,-0.000514601,0.000312121,-0.000189311,0.000114823,-6.96437e-05,4.2241e-05,-2.56205e-05,1.55396e-05,-9.42524e-06,5.7167e-06,-3.46735e-06,2.10306e-06,-1.27557e-06,7.73671e-07,-4.69255e-07,2.84617e-07,-1.72629e-07,1.04704e-07,-6.35051e-08,3.8516e-08,-2.33583e-08,1.41628e-08,-8.58232e-09,5.19253e-09,-3.12821e-09,1.8626e-09,-1.07348e-09,5.62982e-10,-2.15848e-10
0,0,0,0,0,0,0,0.469331,-0.450331,0.315891,-0.201636,0.12458,-0.0760744,0.0462561,-0.0280813,0.0170379,-0.0103353,0.00626896,-0.00380238,0.00230627,-0.00139883,0.000848433,-0.000514601,0.000312121,-0.000189311,0.000114823,-6.96437e-05,4.2241e-05,-2.56205e-05,1.55396e-05,-9.42524e-06,5.7167e-06,-3.46735e-06,2.10306e-06,-1.27557e-06,7.73671e-07,-4.69255e-07,2.84617e-07,-1.72628e-07,1.04702e-07,-6.35022e-08,3.85113e-08,-2.33504e-08,1.41498e-08,-8.56104e-09,5.15755e-09,-3.07092e-09,1.76987e-09,-9.28201e-10,3.55873e-10
0,0,0,0,0,0,0,0,0.469331,-0.450331,0.315891,-0.201636,0.12458,-0.0760744,0.0462561,-0.0280813,0.0170379,-0.0103353,0.00626896,-0.00380238,0.00230627,-0.00139883,0.000848433,-0.000514601,0.000312121,-0.000189311,0.000114823,-6.96437e-05,4.2241e-05,-2.56205e-05,1.55396e-05,-9.42524e-06,5.7167e-06,-3.46735e-06,2.10306e-06,-1.27557e-06,7.7367e-07,-4.69254e-07,2.84615e-07,-1.72625e-07,1.04697e-07,-6.34944e-08,3.84984e-08,-2.33292e-08,1.41148e-08,-8.50336e-09,5.06308e-09,-2.91802e-09,1.53034e-09,-5.86735e-10
0,0,0,0,0,0,0,0,0,0.469331,-0.450331,0.315891,-0.201636,0.12458,-0.0760744,0.0462561,-0.0280813,0.0170379,-0.0103353,0.00626896,-0.00380238,0.00230627,-0.00139883,0.000848433,-0.000514601,0.000312121,-0.000189311,0.000114823,-6.96437e-05,4.2241e-05,-2.56205e-05,1.55396e-05,-9.42524e-06,5.7167e-06,-3.46735e-06,2.10306e-06,-1.27557e-06,7.73668e-07,-4.69251e-07,2.8461e-07,-1.72617e-07,1.04685e-07,-6.34731e-08,3.84633e-08,-2.32713e-08,1.40197e-08,-8.34761e-09,4.81101e-09,-2.52311e-09,9.67362e-10
