,,,,,,,,,
-0.169668,-0.0923467,0.0177336,0.0725318,0.0542874,0.066696,-0.0993965,-0.117103,-0.0938547,1604
-0.02916,-0.0528291,0.254502,0.106274,0.0651205,0.0946534,-0.0117744,-0.0523092,0.0845596,611
-0.166083,0.0448563,0.172426,0.104747,0.0648643,0.0932367,-0.00339619,0.000203393,0.0851057,562
-0.218071,0.0791843,0.3296,0.103225,0.0640107,0.0955565,-0.0831094,0.060643,0.248731,559
-0.269637,0.132728,0.194305,0.103231,0.0643725,0.0936498,-0.150768,0.111109,0.213051,595
-0.0190037,0.124933,0.212405,0.106522,0.065215,0.0961648,-0.0251216,0.169235,0.152737,626
-0.0833718,0.17522,0.0234869,0.10656,0.0657163,0.0932753,0.00965711,0.20696,-0.0413076,609
0.101616,0.243658,-0.0122492,0.109005,0.0665693,0.0951794,0.172141,0.282325,-0.150013,635
0.124409,0.381049,-0.182116,0.10976,0.0672795,0.0940286,0.174501,0.358017,-0.118883,730
0.155742,0.463839,0.1049,0.108895,0.0661763,0.099928,0.258301,0.410479,-0.144388,1352
0.061662,0.29496,0.0526888,0.108038,0.0660702,0.0962944,0.194405,0.253048,-0.0611375,788
0.0804019,0.532191,-0.0908028,0.108521,0.0666184,0.096444,0.214617,0.49799,-0.0299381,892
0.372698,0.357002,0.277747,0.111367,0.0665761,0.104265,0.335853,0.285446,0.120013,979
0.13832,0.358447,-0.0211224,0.109371,0.0667186,0.096513,0.254726,0.353815,-0.066701,967
0.0367896,0.407137,0.0686026,0.107565,0.0658505,0.0974883,0.190024,0.368314,-0.0697783,993
-0.0164892,0.142596,0.194586,0.106628,0.0652972,0.0960629,0.0898104,0.0836296,0.0808884,1049
0.117508,0.0959622,0.341642,0.107864,0.0652698,0.0994359,0.163298,0.0814496,0.240616,1111
0.190037,-0.0139144,0.39742,0.108857,0.0655081,0.0999037,0.169047,0.0118945,0.342747,1122
0.225974,-0.107083,0.2388,0.110135,0.0664431,0.0964256,0.27958,-0.127154,0.175113,1201
0.183544,-0.0468013,0.368781,0.108879,0.0656363,0.0987789,0.209542,-0.0603836,0.300634,1770
0.244349,-0.0537708,0.367823,0.109717,0.0659536,0.099169,0.358829,-0.0337161,0.365387,1301
0.349989,0.080396,0.64675,0.110288,0.0652783,0.107109,0.43826,-0.0227878,0.456332,1400
0.294058,0.160647,0.637688,0.109468,0.0649235,0.107346,0.38582,0.122693,0.557521,1403
0.222006,0.277477,0.75565,0.10852,0.0638763,0.11172,0.229757,0.302433,0.610901,1510
0.0724606,0.316176,0.834295,0.106272,0.0628381,0.111858,0.0793052,0.298856,0.689772,1672
0.0700222,0.197191,0.751293,0.106053,0.063238,0.108166,-0.0321002,0.248705,0.623715,1628
0.0942508,0.225935,0.618679,0.106454,0.0639318,0.105313,0.0940425,0.207745,0.571567,1748
0.0381433,0.252129,0.444543,0.106219,0.0643512,0.10222,0.060674,0.318166,0.576689,1745
0.128131,0.307673,0.43578,0.107477,0.0648601,0.10283,0.00188346,0.408016,0.317993,1924
-0.122442,0.359297,0.557451,0.103681,0.0633798,0.102752,-0.0785748,0.388831,0.488422,2748
0.14886,0.280166,0.3851,0.108009,0.0651259,0.102452,0.133242,0.318099,0.400817,2264
0.236162,0.174636,0.261365,0.109863,0.0661394,0.100351,0.285304,0.146939,0.281336,2287
0.117041,0.21966,0.200987,0.108331,0.0657783,0.0984511,0.173678,0.222369,0.196009,2383
0.149865,0.363072,0.483308,0.107653,0.0646658,0.105125,0.0859364,0.262138,0.304759,2510
-0.0356781,0.271593,0.387654,0.105412,0.064353,0.100208,-0.121611,0.22402,0.259665,2744
