,,,,,,,,,
-0.039694,0.00567268,-0.0462477,0.048977,0.0471052,0.0493134,-0.0406147,0.0321565,-0.0949333,2398
-0.126571,0.0353033,0.0119798,0.0541465,0.0519769,0.0550342,-0.00123044,0.0153585,-0.0797856,717
-0.0222954,0.0573492,0.0586803,0.052035,0.0497374,0.0525833,0.00545906,0.0541573,-0.0182906,761
0.00289624,0.143322,0.0267224,0.0503851,0.0477792,0.0511593,0.0325096,0.0990551,-0.0861,787
-0.0126798,0.215717,-0.0557102,0.0503546,0.0475812,0.051034,0.0228659,0.182242,-0.0944909,847
0.062365,0.201347,-0.0324542,0.0503069,0.047514,0.0510706,0.0482234,0.161134,-0.12116,887
0.0626663,0.216114,0.0299888,0.0500805,0.0472399,0.0511029,0.0125987,0.167349,-0.0900166,917
-0.0739045,0.221189,-0.00844537,0.0500014,0.0472571,0.050817,-0.0912261,0.146262,-0.11414,998
-0.16665,0.15384,-0.0909401,0.0500133,0.0475791,0.0500981,-0.071728,0.0755146,-0.139372,1017
-0.133511,0.147035,-0.146216,0.0501455,0.0476867,0.0500005,-0.115708,0.137508,-0.198737,2206
-0.0502842,0.216208,-0.199121,0.0503901,0.0477384,0.0501628,-0.0673635,0.187564,-0.25918,1157
-0.0526173,0.222299,-0.229405,0.0504513,0.0477953,0.050087,-0.0663683,0.181553,-0.316601,1194
-0.127038,0.186583,-0.228866,0.0503802,0.0478347,0.0499181,-0.0849888,0.188842,-0.346872,1338
-0.115525,0.244016,-0.247285,0.0505019,0.0478409,0.0500608,-0.151231,0.195943,-0.364109,1359
-0.0748389,0.321008,-0.275954,0.0506855,0.0478408,0.0502755,-0.0399134,0.236758,-0.389171,1212
-0.0895636,0.282627,-0.286652,0.0506806,0.0479033,0.0501188,-0.0797432,0.297489,-0.383672,1220
-0.0647801,0.236344,-0.344169,0.0507772,0.0481142,0.049756,-0.0568338,0.215948,-0.40485,1232
-0.0736088,0.220713,-0.447123,0.0509926,0.0483844,0.0493821,-0.102988,0.177297,-0.501829,1325
-0.149722,0.138028,-0.469206,0.0509401,0.0484939,0.049058,-0.151125,0.148875,-0.476479,1263
-0.159124,0.112112,-0.451021,0.0508612,0.0485279,0.0488707,-0.144441,0.104878,-0.517304,2333
-0.126752,0.195258,-0.581449,0.0513425,0.0488254,0.0487757,-0.143331,0.147116,-0.706338,1277
-0.116681,0.200068,-0.770704,0.0519688,0.0493095,0.0483915,-0.0881218,0.169852,-0.761462,1297
-0.102499,0.172769,-0.772397,0.0519552,0.0493444,0.0482828,-0.118302,0.201408,-0.804625,1263
-0.123635,0.190277,-0.646603,0.051559,0.0490208,0.0485718,-0.166815,0.180003,-0.749852,1275
-0.163573,0.159513,-0.602334,0.0513823,0.04892,0.0486125,-0.153291,0.253946,-0.676505,1351
-0.155624,0.159038,-0.651733,0.0515108,0.0490483,0.048478,-0.135326,0.163096,-0.730829,1365
-0.153397,0.238591,-0.710248,0.0518062,0.0491778,0.0485541,-0.175012,0.12561,-0.791963,1331
-0.18128,0.226988,-0.741975,0.051943,0.0492753,0.0485194,-0.230606,0.169598,-0.867147,1307
-0.16754,0.188368,-0.721728,0.0516908,0.0492098,0.0482988,-0.139447,0.127568,-0.839139,1304
-0.149333,0.229015,-0.70637,0.0516947,0.0491238,0.0485112,-0.176986,0.208067,-0.835286,2476
-0.141022,0.215267,-0.825845,0.0522117,0.0495008,0.0482337,-0.0857929,0.149021,-0.889522,1360
-0.0381543,0.180073,-0.966677,0.0527147,0.0498928,0.0478097,0.00862592,0.113749,-0.999633,1361
0.0738047,0.150518,-0.887968,0.0524369,0.0496683,0.0479299,0.0949668,0.132368,-0.951855,1337
0.0663043,0.111337,-0.789325,0.0521133,0.0494383,0.0480838,0.0393529,0.108551,-0.877286,1362
0.0420633,0.173679,-0.867172,0.0523841,0.0495972,0.0480837,0.0506428,0.142428,-0.880798,1354
0.0171377,0.224596,-0.849424,0.0523487,0.0495055,0.0483085,0.00556905,0.186942,-0.906748,1431
-0.0548054,0.175033,-0.704863,0.0518275,0.0491823,0.0484687,-0.0390307,0.176779,-0.777318,1381
-0.066746,0.172931,-0.687624,0.051742,0.0491551,0.0484389,-0.0241791,0.196812,-0.799925,1388
-0.0190983,0.237417,-0.724839,0.0518338,0.0490391,0.0488542,-0.032986,0.235586,-0.716845,1374
